movie_id	binary_answers	q_0	q_1	q_2	q_3	q_4	q_5	q_6	q_7	q_8	q_9	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19
7644867	10010010001001001000	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0
20629940	10000111000000001010	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0
221489	00100011100010000011	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1
2649865	10100010011000001010	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0
11284825	21010000010001001000	2	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
23118238	01010010000110001010	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0
21983784	10000000011010000001	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1
31176974	10000011000010100000	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0
16855103	00000001100010000001	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
2261407	00010110000000001001	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1
26554437	01110011000000100010	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0
12509757	00001000000000100010	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
6987479	00000000001000101001	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1
74871	10000000100011010010	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0
8499528	01001110010100000100	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0
14728039	01100010001001001001	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1
1663320	01100000100000001001	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
21099183	10100011000001001000	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0
22271345	10000110001000001000	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0
1134154	10110011011000010010	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0
29019687	01000100000011001000	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
2339741	10000010011100001010	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0
14291637	00011001100010010000	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0
2430019	10000010011001000010	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0
16226377	10100000000000011010	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
6114774	10100001011000001010	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0
7725707	10000011000001001001	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1
1380482	01011010011000100001	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1
8293411	10000001010010100010	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0
23902011	00210110010000010000	0	0	2	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
1367110	00110001100010001000	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0
12585204	01010000000011000001	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
1488066	01010011011001001000	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0
21888630	11000011000001001000	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0
35515514	00000100100001000010	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0
17395300	00011001000001010000	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
1554502	00000000011000100001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1
685720	10110011011001001001	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1
142443	00000001000011100001	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
366111	00110100000011001011	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1
7471088	10110011011001001000	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0
46505	00000001000001100001	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
23907048	10000001010010001000	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
15877215	10000001000000100011	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
770083	10100001010000001010	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
8850105	10001111000010001010	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0
2651593	10100110011001010001	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1
4907371	22010001000100001000	2	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
1282593	01100011111000100011	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1
5409260	22100110000010001001	2	2	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1
31795187	00000010001000001000	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
11614763	10011001001001110010	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0
6763625	10100110011000001000	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0
10183625	10000010000000101010	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0
113454	10010110011000001000	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0
6961461	10100001000000001000	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
680361	10011110011000001010	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0
190405	00000011000011001010	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0
9757430	10101000100000001000	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
5274269	11111110011001001010	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0
25893786	10111000010011000000	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
5366212	00100000000001000011	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
165106	01000000000001100000	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
27113000	01101001000010011110	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0
77643	00000000001011000010	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0
20430909	00000000011100001010	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0
10915095	10000001000001000010	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
607444	10110001100000101000	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
3478537	10000111000001110010	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0
27850628	10001111100001100000	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0
24585123	00000101001100000010	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0
1345561	10111010011011001010	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0
1364205	10000001011001001000	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0
17565926	10011000010010001000	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
62687	10010000000001000000	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
19400060	10000000010010000000	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
365039	01001000111000001000	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
32661656	10010011011000000100	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0
2980843	11000101010100011111	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1
999394	10011111011000001010	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0
4949401	01000000001010000000	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
24158189	20001100000001100001	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1
226198	01000001111110000011	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1
7081414	01000000000100010010	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
15639202	01010100001101000000	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0
9219835	00001000000010010000	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
2254144	00010010011001001001	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1
703687	10110010011001001001	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1
8464511	10101100010100000010	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0
5089524	00000000100011000000	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
13031234	21100000001011001000	2	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0
4023052	10101110011001000001	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1
4165797	10111001010001001011	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1
4783203	01110000011000100010	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0
3654133	10000000010001001000	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
12930932	01100001011001001010	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0
14104063	01000001000100010000	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
277710	00010010001000001110	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0
4123241	11010010000010111010	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0
682275	10011111100000100000	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
22751	10000000010000101000	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
499431	10010110101010010010	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0
26463418	10100011000000000010	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
24672079	01001000000001000100	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
10466696	01000100000001000000	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
70428	10010111011001001001	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1
5778040	10001000110100000000	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
26030961	10001001010111000001	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1
4345625	00110011101001001000	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0
734419	01000010000000010100	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
16395026	01100010000010001000	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
163500	01011010010010010010	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0
18865496	10110110001100100111	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1
76399	10010010010000111000	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0
11604278	10110010111000001010	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0
5812844	10000000011001000010	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0
5150937	10000000001000001000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
1749093	00000001000101000010	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0
31323950	00011000011001100011	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1
20864101	10100001001000011000	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0
4852050	01100000100001001000	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
4851596	10101101000010100100	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0
4191487	10010001000010101001	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1
1263372	10100111011001001001	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1
1829909	10000010010001101100	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0
61501	10010000001011001000	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0
3450583	00110011011001001000	0	0	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0
26226480	00011000011000110000	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0
5558650	00000010011000001011	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1
7529510	10110110010000110010	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0
10806577	10100001010010000001	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1
664402	01110001011011001001	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1
20891648	01000100011100001010	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0
12167045	01000000010001100000	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
6954370	10100001001001010010	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0
4956603	01000001000000001001	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
9470281	01000011010100000000	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0
1356982	10010010011001001010	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0
10328139	01010010001101001111	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1
8695943	10010100000011011010	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0
26658618	10001000100010000001	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
21404478	00000010000000011000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
3730809	10000010011000001011	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1
320500	01000000000101100010	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0
29754100	10110100010000001000	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
6257968	10110111011000010010	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0
2763233	10100010001010110010	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0
177740	10110100000000111000	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0
20182947	10100011011001000010	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0
4539015	00010101010001001000	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0
3096943	01010011010011011100	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0
1322542	11010010010001100110	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0
4694464	01010110011101100010	0	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0
3653886	10100110011001001010	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0
7194265	10000001011100010010	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0
406917	10000110000000001000	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4525665	10011000011001000001	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1
12433713	10000001000001101100	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0
18625617	00010001010000010010	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0
1056686	10100011011000001001	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1
31052078	10100110010010001000	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
18798887	10100110100000010100	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0
2295405	01000111011001000010	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0
2966368	10100001001110001000	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0
18963606	10100001100000010100	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0
1278961	10000000010001100110	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0
887457	00011111001111101010	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0
13806284	10010010000001001001	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1
23281301	10100000010100001000	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
2648856	01100011011000001010	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0
18599377	10000011010001001010	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0
4710606	00100110000001000010	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
8055976	10110010010001001001	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1
1265864	00001101011000001000	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0
5602177	10000010011000001010	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0
3978163	00100010011001001000	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0
3978160	10110110011001001010	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0
26890990	10110011010001000001	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1
213471	00010010010100101001	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1
12857910	11001001000010000110	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0
33699244	01100001001000001000	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
9311494	10001000010000100000	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
14790659	00111001000001001000	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
31096685	10100010011000001001	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1
19004390	10100010010001001100	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0
19141239	10011101001000100001	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1
2814516	10010001001000001010	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0
24978786	10100001110010000001	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1
35114850	00001010010000000001	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
